account_value,date,daily_return
989116.5885185245,2022-03-18,0.002011209534181546
988210.986937714,2022-03-21,-0.000915566063012796
991669.0730033879,2022-03-22,0.0034993398286229382
986298.066991425,2022-03-23,-0.005416127373717661
991911.6528251652,2022-03-24,0.005691571363273251
994740.8188392642,2022-03-25,0.0028522358881872822
996256.3655921939,2022-03-28,0.0015235594279705555
999903.7626106266,2022-03-29,0.0036611028490289854
999526.0913276676,2022-03-30,-0.0003777076325555129
996779.8354637149,2022-03-31,-0.0027475579554955276
997585.4526969913,2022-04-01,0.0008082198341237135
=======
1000347.0779006957,2022-01-04,0.00034707790069576916
998486.5329071044,2022-01-05,-0.001859899463589998
998032.8946395874,2022-01-06,-0.00045432587477789443
999409.1820846557,2022-01-07,0.0013790000835247618
1000484.5166839599,2022-01-10,0.0010759703018348166
1004219.1527877807,2022-01-11,0.0037328274866252897
1003451.559638977,2022-01-12,-0.0007643681627389487
999162.7867218017,2022-01-13,-0.00427402087921247
999384.7449478148,2022-01-14,0.00022214420809385516
992510.2825958251,2022-01-18,-0.006878694503535399
980879.3732498169,2022-01-19,-0.0117186789396162
975562.0529113769,2022-01-20,-0.005420972734723528
968632.172253418,2022-01-21,-0.007103475004258342
965611.4982467651,2022-01-24,-0.0031184944018797234
982060.2623168945,2022-01-25,0.017034556962085556
981257.3693954467,2022-01-26,-0.0008175597285176028
980960.7254348753,2022-01-27,-0.0003023100460933792
985060.4626190185,2022-01-28,0.004179308180075836
986570.4890289307,2022-01-31,0.001532927639687598
988466.6422119141,2022-02-01,0.001921964222596717
989435.1253860474,2022-02-02,0.0009797833662510413
984839.1640930176,2022-02-03,-0.00464503551077855
984558.4063903808,2022-02-04,-0.0002850797499460711
986552.2322174072,2022-02-07,0.0020250965448929126
1009305.234829712,2022-02-08,0.02306315050462593
1009462.0934875489,2022-02-09,0.00015541250795481076
995368.3843399049,2022-02-10,-0.013961603153370694
986174.4374420166,2022-02-11,-0.00923672787134533
984683.1943756104,2022-02-14,-0.0015121493822879417
997267.8505508424,2022-02-15,0.01278041125015017
995637.7167678834,2022-02-16,-0.0016345997537757784
984151.7842132569,2022-02-17,-0.011536256974989834
978617.5135238648,2022-02-18,-0.005623391409909639
970348.6631388855,2022-02-22,-0.00844952217869499
956436.8849559021,2022-02-23,-0.014336886019898798
957083.2942424011,2022-02-24,0.0006758514823785866
982530.2712931824,2022-02-25,0.02658804850514529
983548.9328684998,2022-02-28,0.0010367737311305358
949435.8500132752,2022-03-01,-0.03468366617585006
964474.4674449158,2022-03-02,0.015839529791749962
969720.127875824,2022-03-03,0.0054388795224460385
952868.9177012634,2022-03-04,-0.017377395487781833
924521.9236827088,2022-03-07,-0.029749101363217956
917745.6766447602,2022-03-08,-0.007329460626478546
942644.3712706147,2022-03-09,0.027130277221117494
929584.2457670746,2022-03-10,-0.01385477482450348
923303.607140976,2022-03-11,-0.006756395296820039
925537.7360777436,2022-03-14,0.002419712128804097
942532.8601469574,2022-03-15,0.018362432353364655
958274.8765196381,2022-03-16,0.01670182233246087
977902.2610258637,2022-03-17,0.020481998419399572
990744.3687223969,2022-03-18,0.013132301875507624
990356.6571440278,2022-03-21,-0.00039133361804433164
1000302.3783659516,2022-03-22,0.010042565120534475
989646.8545927582,2022-03-23,-0.010652302747295006
1005500.123269516,2022-03-24,0.01601911692356306
1012124.3159575043,2022-03-25,0.0065879581063090775
1015298.9485563813,2022-03-28,0.0031366034278839106
1024843.9306883393,2022-03-29,0.009401154355108687
1022439.8781370698,2022-03-30,-0.002345774297218939
1011086.3076262055,2022-03-31,-0.011104389366689227
1012977.2791227875,2022-04-01,0.0018702374686703216
>>>>>>> 2e15bbbd54a88aa85ac0c48349edde475eb639a9:experiments/results/account_value_trade_ensemble_126.csv
