account_value,date,daily_return
929081.8022926331,2022-06-30,-0.003661999554416262
932448.8777030945,2022-07-01,0.003624089291333288
933922.5086677552,2022-07-05,0.0015803879439382218
=======
1023600.8315825043,2022-04-04,
1013228.9360305024,2022-04-05,-0.010132754128351684
1010759.5047420654,2022-04-06,-0.002437189859688993
1012570.1093410645,2022-04-07,0.0017913307671155732
1010688.7552669678,2022-04-08,-0.0018579988257020341
989157.7204952394,2022-04-11,-0.02130332870483076
985533.820032898,2022-04-12,-0.0036636224812833795
1000609.0525447999,2022-04-13,0.015296514645634973
992198.8321254884,2022-04-14,-0.008405101270993032
994643.2697124635,2022-04-18,0.0024636569887293014
1004576.7110256349,2022-04-19,0.009986938649917176
1007891.9629665528,2022-04-20,0.00330014811664614
998664.0461467897,2022-04-21,-0.00915566068470508
982300.8911937868,2022-04-22,-0.01638504461649337
994522.5737438356,2022-04-25,0.012441892967434587
974398.1187770996,2022-04-26,-0.02023529228801546
994158.7342907104,2022-04-27,0.020279816979132725
1006026.9837612305,2022-04-28,0.011937982397738134
982836.2616092071,2022-04-29,-0.02305178939169228
995328.5020175322,2022-05-02,0.012710398360629815
990020.4856448516,2022-05-03,-0.005332929140400733
1006899.3725561064,2022-05-04,0.01704902793022578
979578.7513616486,2022-05-05,-0.02713341763745658
973632.6312169952,2022-05-06,-0.006070078731687523
949678.5958074493,2022-05-09,-0.024602745061660936
961733.983261673,2022-05-10,0.012694176227035836
938851.1890966338,2022-05-11,-0.023793267746901603
925035.2698095245,2022-05-12,-0.014715771197353456
940878.9204183503,2022-05-13,0.017127617860547284
941935.6395406646,2022-05-16,0.0011231191382674588
957586.4375509185,2022-05-17,0.016615570484078912
920570.062621109,2022-05-18,-0.03865590977299249
917583.6223775788,2022-05-19,-0.003244120534429462
915674.3529256744,2022-05-20,-0.0020807579879827953
942729.5418203278,2022-05-23,0.02954673657530016
939154.6938253327,2022-05-24,-0.0037920186399297284
949407.4481511994,2022-05-25,0.010917002697506062
961610.8785920562,2022-05-26,0.012853733625769248
988153.258017105,2022-05-27,0.027601995792633893
983199.0571504058,2022-05-31,-0.0050135956406607285
985188.0009980621,2022-06-01,0.002022930995703831
992998.8426423492,2022-06-02,0.0079282752493679
976509.3503327789,2022-06-03,-0.016605751790900514
971916.9794221343,2022-06-06,-0.0047028437659910605
985477.42012648,2022-06-07,0.013952262375751756
977919.4559235992,2022-06-08,-0.007669342846953198
957597.1217561187,2022-06-09,-0.020781194242921575
914927.023932022,2022-06-10,-0.04455955104151188
876126.0854707183,2022-06-13,-0.042408779548943065
884190.0287385406,2022-06-14,0.009204089915311409
910479.1384034576,2022-06-15,0.02973242041919799
885925.7588715972,2022-06-16,-0.026967536647698687
895616.9281220855,2022-06-17,0.010939030898968305
917639.0672364654,2022-06-21,0.024588792845346985
915433.2832246246,2022-06-22,-0.0024037599210806615
936153.4285798492,2022-06-23,0.022634249524157157
968119.8946137847,2022-06-24,0.03414661000860608
957958.7275300445,2022-06-27,-0.010495773447351642
927547.2447877349,2022-06-28,-0.031746130462970035
941216.2456880035,2022-06-29,0.01473671662233933
928812.8649964752,2022-06-30,-0.013178035067235583
938757.0798249664,2022-07-01,0.010706370683753352
950582.0145783843,2022-07-05,0.01259637344692277
>>>>>>> 2e15bbbd54a88aa85ac0c48349edde475eb639a9:experiments/results/account_value_trade_ensemble_189.csv
